;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
0;-0.9807517817495709;1;1;2;0;2;0;0;6;0;-0.20922828648908795;999;-0.3513559841342726;1;-1.2060543163867548;-1.185447634584242;-1.2409390022001279;-1.3317072086627957;-0.9147793298985275;0
1;-0.10799146437383668;7;2;3;0;0;0;1;6;0;0.5696341735638297;999;-0.3513559841342726;1;0.649441345068569;0.7151926425714699;0.8922690699662461;0.7116984054426517;0.3328624952903114;0
2;-1.46561862473609;7;1;3;0;2;0;1;4;4;-0.5986595165155467;999;-0.3513559841342726;1;0.8413891721156713;1.528273088112193;-0.28317211265604075;0.7734274852589368;0.8365350928366287;0
3;-0.2049648329711405;7;1;2;0;1;1;1;4;0;0.18020294353737087;999;-0.3513559841342726;1;0.8413891721156713;1.528273088112193;-0.28317211265604075;0.7716967633949288;0.8365350928366287;0
4;0.6677954844045938;0;1;6;0;2;0;0;7;1;-0.5986595165155467;999;-0.3513559841342726;1;-0.11834996311984088;-0.6554780023527909;-0.32670697127168163;0.3286319662088804;0.3980276831130174;0
5;-0.7868050445549634;7;2;6;0;0;0;0;9;2;0.18020294353737087;999;3.3405707981337596;0;-0.7581760532768491;1.0690811592080847;0.6528273475802244;-1.5792004352159401;-2.7543382778102616;0
6;-0.7868050445549634;0;2;6;0;2;0;0;9;1;0.5696341735638297;999;-0.3513559841342726;1;-0.7581760532768491;1.0690811592080847;0.6528273475802244;-1.5820849716559533;-2.7543382778102616;0
7;0.08595527282077094;2;1;6;1;2;0;0;7;1;-0.20922828648908795;999;-0.3513559841342726;1;-0.11834996311984088;-0.6554780023527909;-0.32670697127168163;0.3286319662088804;0.3980276831130174;0
8;-0.8837784131522671;7;0;5;0;0;0;0;7;3;-0.5986595165155467;999;1.4946074069997437;0;-0.11834996311984088;-0.6554780023527909;-0.32670697127168163;0.3067094892647794;0.3980276831130174;0
9;-0.4958849387630519;1;1;2;1;0;0;1;6;2;-0.5986595165155467;999;-0.3513559841342726;1;0.649441345068569;0.7151926425714699;0.8922690699662461;0.7116984054426517;0.3328624952903114;0
10;-1.46561862473609;7;2;1;1;2;0;0;3;2;-0.5986595165155467;999;-0.3513559841342726;1;0.8413891721156713;0.5839949485988569;-0.4790789764264232;0.7711198561069263;0.8365350928366287;0
11;-0.3989115701657481;6;2;0;0;0;0;0;3;2;-0.5986595165155467;999;-0.3513559841342726;1;0.8413891721156713;0.5839949485988569;-0.4790789764264232;0.7768889289869529;0.8365350928366287;0
12;-0.3989115701657481;0;1;3;0;0;0;1;6;4;-0.20922828648908795;999;-0.3513559841342726;1;0.649441345068569;0.7151926425714699;0.8922690699662461;0.7140060345946622;0.3328624952903114;0
13;0.6677954844045938;1;1;0;0;2;0;1;4;2;-0.20922828648908795;999;-0.3513559841342726;1;0.8413891721156713;1.528273088112193;-0.28317211265604075;0.7711198561069263;0.8365350928366287;0
14;-1.0777251503468748;0;2;3;0;0;0;0;6;0;-0.20922828648908795;999;-0.3513559841342726;1;-1.2060543163867548;-1.185447634584242;-1.2409390022001279;-1.3317072086627957;-0.9147793298985275;0
15;-1.2716718875414823;7;2;6;0;0;0;0;3;4;-0.20922828648908795;999;-0.3513559841342726;1;0.8413891721156713;0.5839949485988569;-0.4790789764264232;0.7740043925469396;0.8365350928366287;0
16;0.37687537861268233;0;0;6;0;0;0;0;3;4;1.3484966336167474;999;-0.3513559841342726;1;0.8413891721156713;0.5839949485988569;-0.4790789764264232;0.7705429488189235;0.8365350928366287;0
17;0.5708221158072899;0;0;6;0;2;0;1;3;1;0.5696341735638297;999;-0.3513559841342726;1;0.8413891721156713;0.5839949485988569;-0.4790789764264232;0.7734274852589368;0.8365350928366287;0
18;0.47384874720998615;2;1;6;1;2;2;0;1;1;-0.20922828648908795;999;-0.3513559841342726;1;0.8413891721156713;-0.2342643532828657;0.9575713578897059;0.7751582071229448;0.8365350928366287;0
19;0.9587155901965052;1;1;0;0;0;2;0;3;3;-0.5986595165155467;999;-0.3513559841342726;1;0.8413891721156713;0.5839949485988569;-0.4790789764264232;0.7728505779709345;0.8365350928366287;1
20;1.4435824331830243;7;1;1;1;2;0;0;3;3;1.3484966336167474;999;-0.3513559841342726;1;0.8413891721156713;0.5839949485988569;-0.4790789764264232;0.7734274852589368;0.8365350928366287;0
21;-0.10799146437383668;9;0;3;0;0;0;0;5;1;-0.5986595165155467;12;3.3405707981337596;2;-1.2060543163867548;-0.3637357618084625;1.2405479388913685;-1.7205427207765935;-2.142057033892784;1
22;-1.0777251503468748;9;2;6;0;2;2;0;1;4;0.18020294353737087;999;-0.3513559841342726;1;0.8413891721156713;-0.2342643532828657;0.9575713578897059;0.7763120216989501;0.8365350928366287;0
23;-0.011018095776532877;4;1;3;0;0;2;0;1;4;-0.5986595165155467;999;-0.3513559841342726;1;0.8413891721156713;-0.2342643532828657;0.9575713578897059;0.7751582071229448;0.8365350928366287;0
24;0.37687537861268233;9;1;5;1;2;0;1;6;0;1.7379278636432063;999;-0.3513559841342726;1;0.649441345068569;0.7151926425714699;0.8922690699662461;0.7168905710346755;0.3328624952903114;0
25;-0.2049648329711405;9;1;5;0;2;0;0;1;1;-0.5986595165155467;999;-0.3513559841342726;1;0.8413891721156713;-0.2342643532828657;0.9575713578897059;0.7751582071229448;0.8365350928366287;1
26;-0.3989115701657481;9;0;5;0;0;0;1;6;4;-0.5986595165155467;999;-0.3513559841342726;1;0.649441345068569;0.7151926425714699;0.8922690699662461;0.7122753127306541;0.3328624952903114;0
27;-1.1746985189441785;1;1;1;1;0;0;0;6;1;-0.20922828648908795;999;1.4946074069997437;0;-1.2060543163867548;-1.185447634584242;-1.2409390022001279;-1.339783910694833;-0.9147793298985275;0
28;0.6677954844045938;0;2;7;1;0;0;1;6;2;-0.5986595165155467;999;-0.3513559841342726;1;0.649441345068569;0.7151926425714699;0.8922690699662461;0.714582941882665;0.3328624952903114;0
29;-0.5928583073603557;0;1;6;0;0;0;0;1;3;-0.5986595165155467;999;-0.3513559841342726;1;0.8413891721156713;-0.2342643532828657;0.9575713578897059;0.7740043925469396;0.8365350928366287;0
30;-0.2049648329711405;9;1;6;0;2;2;0;5;3;-0.5986595165155467;999;1.4946074069997437;0;-1.2060543163867548;-1.2717619069346315;-2.0681013158972923;-1.1159438829497983;-0.9147793298985275;0
31;-0.6898316759576595;7;1;3;1;2;0;1;4;1;0.18020294353737087;999;-0.3513559841342726;1;0.8413891721156713;1.528273088112193;-0.28317211265604075;0.7174674783226783;0.8365350928366287;0
32;1.055688958793809;9;2;6;0;0;0;0;4;0;-0.20922828648908795;999;-0.3513559841342726;1;-1.9098630155594636;-1.0646076532936768;-0.06549781957783943;-1.3576680366229157;-1.2256715801360163;0
